FAMILLE;SOUS-FAMILLE;REFERENCE;DESIGNATION_ARTICLE;CONDITIONNEMENT;UNITE;IMAGE;PRICE;ORIGINE
CREMERIE;Beurre;4809;PAYSAN BRETON BEURRE 1/2 SEL 200G;40;PCE;https://i.postimg.cc/nrt9L3q1/4809.png;1900;FRANCE
CREMERIE;Beurre;4810;PAYSAN BRETON BEURRIER DOUX 250G;12;PCE;https://i.postimg.cc/mkNz17wW/4810.png;2850;FRANCE
CREMERIE;Beurre;4811;PAYSAN BRETON BEURRIER à SEL 250G;12;PCE;https://i.postimg.cc/Y21mPwwD/4811.png;2850;FRANCE
CREMERIE;Beurre;4812;PAYSAN BRETON BEURRE DOUX MICRO X10 10G;120;PCE;https://i.postimg.cc/8PNrQnpp/4812.png;;FRANCE
CREMERIE;Beurre;4813;EVEN BEURRE DOUX 200G;40;PCE;https://i.postimg.cc/Wb8q26zM/4813.png;1800;FRANCE
CREMERIE;Beurre;4814;PAYSAN BRETON BEURRE à SEL MICRO X10 10G;12;PCE;https://i.postimg.cc/13zn4nVb/4814.png;;FRANCE
CREMERIE;Beurre;4815;PAYSAN BRETON BEURRE DOUX  MOULE 250G;20;PCE;https://i.postimg.cc/mg6c9LQk/4815.png;2590;FRANCE
CREMERIE;Beurre;4816;PAYSAN BRETON BEURRE DOUX MICRO X100 10G;12;PCE;https://i.postimg.cc/0NMzdTff/4816.png;9990;FRANCE
CREMERIE;Beurre;4817;PAYSAN BRETON BEURRE �SEL MICRO X100 10G;12;PCE;https://i.postimg.cc/FKM7PTCQ/4817.png;9890;FRANCE
CREMERIE;Beurre;4824;PAYSAN BRETON MINIBEURRE DOUX 20X10G;10;PCE;https://i.postimg.cc/JzgnnTLB/4824.jpg;2300;FRANCE
CREMERIE;Beurre;4828;PAYSAN BRETON M BEURRE DX 1/2SEL 20X10G;10;PCE;https://i.postimg.cc/N0H0r1sC/4828.jpg;2240;FRANCE
CREMERIE;Beurre;4893;PAYSAN BRETON BEURRE DOUX  MOULE 125G;20;PCE;https://i.postimg.cc/hPdZ6vGW/4893.jpg;1480;FRANCE
CREMERIE;Beurre;4894;PAYSAN BRETON BEURRE 1/2 SEL MOULE 125G;20;PCE;https://i.postimg.cc/jjs8Dh4t/4894.png;1440;FRANCE
CREMERIE;Beurre;4960;BEURRE 20KG;20;KG;;5900;TURQUIE
CREMERIE;Crème;4736;DUAL CREME VEGETALE 200ML;18;PCE;https://i.postimg.cc/jShcY709/4736.png;630;0
CREMERIE;Crème;4818;DUAL CREME VEGETALE 1L;12;PCE;https://i.postimg.cc/qR2gW2W6/4818.png;2220;0
CREMERIE;Crème;4820;PAYSAN BRETON CREME 35% 1L;12;PCE;https://i.postimg.cc/65WT12cT/4820.png;4790;FRANCE
CREMERIE;Crème;4821;EVEN CREME 35% MG 1L;12;PCE;https://i.postimg.cc/v8LczLWp/4821.png;4600;FRANCE
CREMERIE;Crème;4822;EVEN CREME 15 % MG 1L;12;PCE;https://i.postimg.cc/TYth8dN0/4822.png;3450;FRANCE
CREMERIE;Crème;4823;PAYSAN BRETON CREME CHANTILLY;12;PCE;https://i.postimg.cc/MpXHqChS/4823.png;2380;FRANCE
CREMERIE;Crème;4825;PAYSAN BRETON CREME 30% 20CL;24;PCE;https://i.postimg.cc/3RQxjdW8/4825.png;1350;FRANCE
CREMERIE;Crème;4826;PAYSAN BRETON CREME 18% 20CL;24;PCE;https://i.postimg.cc/Wz2pKCMx/4826.png;1320;FRANCE
CREMERIE;Crème;4830;CREME DE FRANCE UHT 35% 1L;6;PCE;https://i.postimg.cc/bJ0Nmp2Q/4830.png;4200;FRANCE
CREMERIE;Crème;4833;PAYSAN BRETON CREME 15% 1L;12;PCE;https://i.postimg.cc/yxv6zjjx/4833.png;3800;FRANCE
CREMERIE;Crème;4834;TRESOR DE CHEF CREME UHT 35% 1L;12;PCE;https://i.postimg.cc/c1mLY1WW/4834.png;;FRANCE
CREMERIE;Crème;4996;VITALA CREME PATISSERIE 1L;12;PCE;https://i.postimg.cc/c4t1zRYx/4996.png;2050;SLOVAKIE
CREMERIE;Crème;5047;PAYSAN BRETON CREME EPAISSE 30% 20CL;12;PCE;;1410;FRANCE
CREMERIE;Crème;5067;ARIA CREME FRAICHE PASTEURISEE 330ML;12;PCE;;;COTE D'IVOIRE
CREMERIE;Fromage;0841;PAYSAN BRETON EMMENTAL RAPE +/-1KG;1;KG;https://i.postimg.cc/nrCd2cXz/0841.png;9490;FRANCE
CREMERIE;Fromage;0844;PAYSAN BRETON BLEU D'AUVERGNE +/-220G;0,22;KG;https://i.postimg.cc/X7BHyqM1/0844.png;;FRANCE
CREMERIE;Fromage;0845;MORBIER AOP +/-220G;0,2;KG;https://i.postimg.cc/kgrjNCqJ/0845.png;;FRANCE
CREMERIE;Fromage;0846;PAYSAN BRETON ROQUEFORT +/-220G;0,22;KG;https://i.postimg.cc/HkQ6BNkQ/0846.png;;FRANCE
CREMERIE;Fromage;0847;COMTE AOP 16 MOIS +/-200G;0,2;KG;https://i.postimg.cc/7LwmcN5j/0847.png;;FRANCE
CREMERIE;Fromage;0849;GOUDA CHEVRE +/-240G;0,24;KG;https://i.postimg.cc/JnhK74cq/0849.png;;HOLLANDE
CREMERIE;Fromage;0855;MAASDAM JEUNE +/-220G;0,22;KG;https://i.postimg.cc/TYm8vCPP/0855.png;;HOLLANDE
CREMERIE;Fromage;0857;MOZZARELLA +/- 2.5 KG;2,5;KG;https://i.postimg.cc/htqkDTJ1/0857.png;;BELGIQUE
CREMERIE;Fromage;0858;MOZZARELLA RAPEE 2.5 KG;2,5;KG;https://i.postimg.cc/nLFN7xGs/0858.png;;BELGIQUE
CREMERIE;Fromage;0868;CHEDDAR +/-400G;0,4;KG;https://i.postimg.cc/MG9NmL99/0868.png;;FRANCE
CREMERIE;Fromage;0871;MOZZARELLA R�P�E +/-150G;0,15;KG;https://i.postimg.cc/h4kwsT0R/0871.png;5610;FRANCE
CREMERIE;Fromage;4800;PAYSAN BRETON BUCHE CHEVRE AIL F/H 100G;6;PCE;https://i.postimg.cc/wTQL1YfR/4800.png;1440;FRANCE
CREMERIE;Fromage;4801;KROON CHEVRE BOULE +/-4.5 KG;4,5;KG;;;HOLLANDE
CREMERIE;Fromage;4802;PAYSAN BRETON  EMMENTAL RAPE 100G;50;PCE;https://i.postimg.cc/KYRMpkZt/4802.png;;FRANCE
CREMERIE;Fromage;4835;PETIT MOULE AIL & FINES HERBES X6 100G;12;PCE;https://i.postimg.cc/QxdxqLNT/4835.png;1190;FRANCE
CREMERIE;Fromage;4836;PARMESAN FROMAGIO 1/8 MEULE +/-4KG;8;KG;;14100;ITALIE
CREMERIE;Fromage;4837;PARMESAN FROMAGIO RAPE 1KG;4;KG;https://i.postimg.cc/hPZ4yCh3/4837.png;14260;ITALIE
CREMERIE;Fromage;4838;PETIT MOULE NATURE 100GX6;12;PCE;https://i.postimg.cc/htJDH9d4/4838.png;1070;FRANCE
CREMERIE;Fromage;4839;PAYSAN BRETON EMMENTAL TRANCHES 160G;14;PCE;https://i.postimg.cc/g2fzdnVV/4839.png;1960;FRANCE
CREMERIE;Fromage;4840;PAYSAN BRETON EMMENTAL 1/2 LONGE +/-3KG;14;KG;https://i.postimg.cc/q7yk74w9/4840.png;7800;FRANCE
CREMERIE;Fromage;4841;PAYSAN BRETON EMMENTAL PORTION 220G;20;PCE;https://i.postimg.cc/0Qv9MFHr/4841.png;2360;FRANCE
CREMERIE;Fromage;4842;VQR FROMAGE FONDU LIGHT X10 200G;36;PCE;https://i.postimg.cc/PxMTmyBy/4842.png;;FRANCE
CREMERIE;Fromage;4843;EVEN EMMENTAL 1/2 LONGE +/-3KG;14;KG;https://i.postimg.cc/J04mKJ8L/4843.png;7400;FRANCE
CREMERIE;Fromage;4844;PAYSAN BRETON EMMENTAL 17G;100;PCE;https://i.postimg.cc/BbY3z6Z1/4844.png;270;FRANCE
CREMERIE;Fromage;4845;PAYSAN BRETON GOUDA 17G;100;PCE;https://i.postimg.cc/xjt98sGT/4845.png;;FRANCE
CREMERIE;Fromage;4846;PAYSAN BRETON EDAM TRANCHES 160G;14;PCE;https://i.postimg.cc/c4C0nQT7/4846.png;1810;FRANCE
CREMERIE;Fromage;4847;PAYSAN BRETON GOUDA VIEUX TRANCHES 160G;14;PCE;https://i.postimg.cc/J4FmcGdf/4847.png;;FRANCE
CREMERIE;Fromage;4848;KROON GOUDA CUMIN BOULE +/-4.5KG;4,5;KG;;9380;HOLLANDE
CREMERIE;Fromage;4849;PAYSAN BRETON GOUDA JEUNE TRANCHES160G;14;PCE;https://i.postimg.cc/5tdVTDJp/4849.png;1870;FRANCE
CREMERIE;Fromage;4850;KROON EDAM JEUNE BOULE +/-1.9KG;11,4;KG;;8680;HOLLANDE
CREMERIE;Fromage;4851;KROON MIMOLETTE JEUNE BOULE +/-1.9KG;11,4;KG;;8650;HOLLANDE
CREMERIE;Fromage;4852;KROON GOUDA JEUNE BOULE +/-4.5KG;4,5;KG;https://i.postimg.cc/yd7zY9kZ/4852.png;8560;HOLLANDE
CREMERIE;Fromage;4854;PAYSAN BRETON CAMEMBERT 250G;12;PCE;https://i.postimg.cc/G2znB2yS/4854.png;2320;FRANCE
CREMERIE;Fromage;4855;MOZZARELLA BLOC 2.5KG;10;KG;https://i.postimg.cc/3wXTT9Jh/4855.png;4800;BELGIQUE
CREMERIE;Fromage;4856;LATTE BIANCO MOZZARELLA BURRATA 100G;6;PCE;https://i.postimg.cc/tJTQFjdR/4856.png;;0
CREMERIE;Fromage;4857;PAYSAN BRETON CAMEMBERT LONG LIFE 125G;48;PCE;https://i.postimg.cc/qBbd4N0N/4857.png;2050;FRANCE
CREMERIE;Fromage;4858;ITALIE RICOTTA 250G;6;PCE;https://i.postimg.cc/nrP8kPT4/4858.png;;0
CREMERIE;Fromage;4862;PAYSAN BRETON CHEVRE TRANCHES 160G;14;PCE;https://i.postimg.cc/jdDY5RdZ/4862.png;2880;FRANCE
CREMERIE;Fromage;4863;PAYSAN BRETON MAASDAM TRANCHES 160G;14;PCE;https://i.postimg.cc/c4PytPvZ/4863.png;1700;FRANCE
CREMERIE;Fromage;4864;PAYSAN BRETON ROQUEFORT 100G;16;PCE;https://i.postimg.cc/Z53k8jNN/4864.png;2700;FRANCE
CREMERIE;Fromage;4866;PAYSAN BRETON MIMOLETTE TRANCHES160G;14;PCE;https://i.postimg.cc/nLty07KP/4866.png;2000;FRANCE
CREMERIE;Fromage;4867;PHILADELPHIA NATURE 150G;10;PCE;https://i.postimg.cc/LsBr7XN6/4867.png;;0
CREMERIE;Fromage;4868;RELLA MOZZARELLA +/-2.5KG;10;KG;https://i.postimg.cc/pTWgtH6Q/4868.png;;TURQUIE
CREMERIE;Fromage;4869;PAYSAN BRETON MOZZARELLA TRANCHES 160G;14;PCE;https://i.postimg.cc/63MFWmkk/4869.png;1910;FRANCE
CREMERIE;Fromage;4870;MOZZARELLA +/-200G;0,2;KG;https://i.postimg.cc/mkhJtSRt/4870.png;5460;FRANCE
CREMERIE;Fromage;4871;CHEDDAR ROUGE +/-3KG;6;KG;https://i.postimg.cc/J0ggJB4K/4871.png;8200;HOLLANDE
CREMERIE;Fromage;4872;PAYSAN BRETON CHEDDAR TRANCHES 160G;14;PCE;https://i.postimg.cc/FsM8Hc6H/4872.png;1830;FRANCE
CREMERIE;Fromage;4874;RACLETTE NATURE BARQUETTE 400G     ;10;PCE;https://i.postimg.cc/8knxxxBW/4874.png;;FRANCE
CREMERIE;Fromage;4875;RACLETTE 3 SAVEURS BARQUETTE 550G;6;PCE;https://i.postimg.cc/TYLBxQCs/4875.png;;FRANCE
CREMERIE;Fromage;4876;COMTE AOP 1/8 MEULE 12 MOIS +/-4.5KG;10;KG;;18670;FRANCE
CREMERIE;Fromage;4877;FROMAGE LE BREZAIN BARQUETTE 360G;10;PCE;https://i.postimg.cc/mg7qzkxN/4877.png;;FRANCE
CREMERIE;Fromage;4878;PAYSAN BRETON PIZZA FROMAGE RAPE 200G;24;PCE;https://i.postimg.cc/nLkP2WhX/4878.png;2300;FRANCE
CREMERIE;Fromage;4879;CREMIERE DE FRANCE CAMEMBERT 250G;12;PCE;;;FRANCE
CREMERIE;Fromage;4880;ZZA MOZARELLA RAPEE 2KG;12;KG;;4800;FRANCE
CREMERIE;Fromage;4883;PAYSAN BRETON BRIE LONG LIFE 125G ;48;PCE;https://i.postimg.cc/ZqZQrm4k/4883.png;1950;FRANCE
CREMERIE;Fromage;4892;PAYSAN BRETON BUCHE CHEVRE NAT S/C 100G;6;PCE;https://i.postimg.cc/QdZY3DBB/4892.png;1460;FRANCE
CREMERIE;Fromage;4895;PAYSAN BRETON GRATIN FROMAGE RAPE 200G;25;PCE;https://i.postimg.cc/B6zNwf9n/4895.png;2240;FRANCE
CREMERIE;Fromage;4896;PAYSAN BRETON MME LOIK NAT COUPEL 150G;8;PCE;https://i.postimg.cc/vBT3zHKK/4896.png;;FRANCE
CREMERIE;Fromage;4897;PAYSAN BRETON PETIT MOULE NATURE 150G;12;PCE;https://i.postimg.cc/wB0wLswJ/4897.png;;FRANCE
CREMERIE;Fromage;4898;EMMENTAL 45% 3KG;4;KG;;6700;ALLEMAGNE
CREMERIE;Fromage;4904;PAYSAN BRETON  EMMENTAL RAPE 70G;60;PCE;https://i.postimg.cc/3xZsfNLr/4904.png;860;FRANCE
CREMERIE;Fromage;4905;VQR FROMAGE FONDU SANDWICH 10T 200G;36;PCE;https://i.postimg.cc/zBy4fjq3/4905.png;;FRANCE
CREMERIE;Fromage;4934;MASCARPONE EXTRA CREMEUSE FORESTI 500G;8;PCE;;2600;FRANCE
CREMERIE;Fromage;4946;BABYBEL FROMAGE 200G;8;PCE;https://i.postimg.cc/SQ7fM9jK/4946.png;;FRANCE
CREMERIE;Fromage;4947;BABYBEL MINI FROMAGE 110GX5;12;PCE;https://i.postimg.cc/02kddNJ0/4947.png;;FRANCE
CREMERIE;Fromage;4948;KROON MAASDAM JEUNE BOULE +/-13 KG;13;KG;;;HOLLANDE
CREMERIE;Fromage;4949;PAYSAN BRETON BRIE MEULE +/-3KG;3,2;KG;;8250;FRANCE
CREMERIE;Fromage;4950;PAYSAN BRETON MME LOIK AIL&FINE H.150G;8;PCE;https://i.postimg.cc/bNm06jxc/4950.png;;FRANCE
CREMERIE;Fromage;4951;PAYSAN BRETON PETIT MOUL AIL&FIN H.150G;12;PCE;https://i.postimg.cc/GmNFCJgX/4951.png;;FRANCE
CREMERIE;Fromage;4952;PAYSAN BRETON BLEU D'AUVERGNE 125G;10;PCE;https://i.postimg.cc/DzXqyJtn/4952.png;1700;FRANCE
CREMERIE;Fromage;4953;REBLOCHON LAIT CRU AOP 450G;6;PCE;https://i.postimg.cc/Gm9FVSKB/4953.jpg;;FRANCE
CREMERIE;Fromage;4954;PAYSAN BRETON BLEU D'AUVERGNE B.+/-1.3KG;5,2;KG;https://i.postimg.cc/j5YyWqbN/4954.png;;FRANCE
CREMERIE;Fromage;4955;MORBIER AOP MEULE +/-7KG;7;KG;;;FRANCE
CREMERIE;Fromage;4956;PAYSAN BRETON ROQUEFORT +/-1.4KG;5;KG;;;FRANCE
CREMERIE;Fromage;4957;COMTE AOP 1/2 MEULE 16 MOIS +/-3KG;3;KG;;;FRANCE
CREMERIE;Fromage;4958;RELLA MOZZARELLA VEGETALE 2KG;12;KG;;;TURQUIE
CREMERIE;Fromage;4959;RELLA MOZZARELLA VEGETALE RAPEE 2KG;12;KG;https://i.postimg.cc/bJ0k1Xy5/4959.png;;TURQUIE
CREMERIE;Fromage;5000;ASSORTIMENT FROMAGE 10000;1;PCE;https://i.postimg.cc/rw6y2DCS/5000.png;;COTE D'IVOIRE
CREMERIE;Fromage;5001;ASSORTIMENT FROMAGE 15000;1;PCE;;;COTE D'IVOIRE
CREMERIE;Fromage;5002;ASSORTIMENT FROMAGE 20000;1;PCE;;;COTE D'IVOIRE
CREMERIE;Fromage;5040;COMTE AOP AFFINAGE 15MOIS 200G;6;PCE;;;FRANCE
CREMERIE;Fromage;5041;AGOUR TOMMETTE LAIT PASTEURISE 750G;4,935;KG;;;FRANCE
CREMERIE;Fromage;5042;AGOUR TOMMETTE PETIT LAIT TRUFFES 750G;2,23;KG;;;FRANCE
CREMERIE;Fromage;5044;AGOUR OSSAU IRATY 4MOIS 200G;12;PCE;;;FRANCE
CREMERIE;Fromage;5045;BUCHE DE CHEVRE JACQUIN TRUFFE 100G;6;PCE;;;FRANCE
CREMERIE;Fromage;5046;LANDANA FROMAGE TRUFFE ET CEPE 4.5KG;4,45;KG;;;FRANCE
CREMERIE;Fromage;5048;PAYSAN BRETON FROMAGE BL NAT 3.1% 500G;6;PCE;;2370;FRANCE
CREMERIE;Fromage;5049;PAYSAN BRETON FROMAGE BLANC FRUIT 360G;7;PCE;;2060;FRANCE
CREMERIE;Fromage;5050;CAPRICE DES DIEUX 200G;8;PCE;;;0
CREMERIE;Fromage;5064;ARIA FROMAGE FRAIS SALE 330ML;12;PCE;;;COTE D'IVOIRE
CREMERIE;Fromage;5065;ARIA FROMAGE BLANC LISSE SUCRE 330ML;12;PCE;;;COTE D'IVOIRE
CREMERIE;Fromage;5066;ARIA FROMAGE BLANC NATURE 330ML;12;PCE;;;COTE D'IVOIRE
CREMERIE;Lait;4906;PAYSAN BRETON LAIT ENTIER 1L ;12;PCE;https://i.postimg.cc/PJZcW5pj/4906.png;;FRANCE
CREMERIE;Lait;4907;PAYSAN BRETON LAIT 1/2 ECREME 1L;12;PCE;https://i.postimg.cc/wvnZRmB2/4907.png;;FRANCE
CREMERIE;Lait;4908;CREMIERE DE FRANCE LAIT ENTIER 1L;12;PCE;https://i.postimg.cc/T2WZMCk4/4908.png;;FRANCE
CREMERIE;Lait;4909;CREMIERE DE FRANCE LAIT 1/2 ECREME 1L;12;PCE;https://i.postimg.cc/7Y3dbbr1/4909.png;;FRANCE
CREMERIE;Lait;4930;PAYSAN BRETON LAIT ENTIER BOUTEILLE 1L;12;PCE;https://i.postimg.cc/vHhhpndK/4930.png;;FRANCE
CREMERIE;Lait;4932;PAYSAN BRETON LAIT 1/2 ECREME BTLE 1L;12;PCE;https://i.postimg.cc/NjP40wF7/4932.png;;FRANCE
CREMERIE;Lait;4933;PAYSAN BRETON LAIT 1/2 ECREME BTLE 50CL;24;PCE;https://i.postimg.cc/FKdxdnJt/4933.png;;FRANCE
CREMERIE;Lait;5155;ARIA DEGUE AU MIL 250ML;24;PCE;;;COTE D'IVOIRE
CREMERIE;Lait;5338;CANDIA DEMI-ECREME 1L;12;PCE;;;COTE D'IVOIRE
CREMERIE;Lait;5339;CANDIA ENTIER 1L;12;PCE;;;COTE D'IVOIRE
CREMERIE;Lait;5341;CANDIA DEMI-ECREME 50CL;24;PCE;;;COTE D'IVOIRE
CREMERIE;Lait;5344;CANDIA PACK DEMI-ECREME 1L;6;PCE;;;COTE D'IVOIRE
CREMERIE;Lait;5345;CANDIA PACK ENTIER 1L;6;PCE;;;COTE D'IVOIRE
CREMERIE;Lait;5347;CANDIA PACK DEMI-ECREME 50CL;6;PCE;;;COTE D'IVOIRE
CREMERIE;Margarine;4928;RAMA MARGARINE 200G;40;PCE;https://i.postimg.cc/gcvNH5tm/4928.png;392;COTE D'IVOIRE
CREMERIE;Margarine;4929;AYA MARGARINE 200G;40;PCE;https://i.postimg.cc/Ghdz7Q6Y/4929.png;;COTE D'IVOIRE
CREMERIE;Margarine;4942;SAINT AVE MARGARINE 200G;40;PCE;https://i.postimg.cc/PJhb7XVh/4942.png;;COTE D'IVOIRE
CREMERIE;Margarine;4943;SAINT AVE 500G;20;PCE;;;COTE D'IVOIRE
CREMERIE;Rufs;5022;FERRAVIE BOITE 30 OEUFS;6;PCE;https://i.postimg.cc/VNgztDyR/5022.png;;COTE D'IVOIRE
CREMERIE;Rufs;5024;IBC PLATEAU 30 OEUFS;6;PCE;https://i.postimg.cc/D09hhNs2/5024.png;;COTE D'IVOIRE
CREMERIE;Yaourt;4902;YOPLAIT YAOURT PECHE 125G;48;PCE;https://i.postimg.cc/hPVWxpTd/4902.png;;COTE D'IVOIRE
CREMERIE;Yaourt;4903;YOPLAIT YAOURT POMME VERTE 125G;48;PCE;https://i.postimg.cc/4xZC1VQF/4903.png;;COTE D'IVOIRE
CREMERIE;Yaourt;4963;YOPLAIT YAOURT 0% ALOE VERA 125G;48;PCE;https://i.postimg.cc/3NnGbgDC/4963.png;;COTE D'IVOIRE
CREMERIE;Yaourt;4964;YOPLAIT YAOURT 0% FRAISE 125G;48;PCE;https://i.postimg.cc/445pdTF7/4964.png;;COTE D'IVOIRE
CREMERIE;Yaourt;4965;YOPLAIT YAOURT 0% ABRICOT 125G;48;PCE;https://i.postimg.cc/8PXWRmGT/4965.png;;COTE D'IVOIRE
CREMERIE;Yaourt;4966;YOPLAIT YAOURT 0% FRUITS EXOTIQUES 125G;48;PCE;https://i.postimg.cc/jdSPnkG8/4966.png;;COTE D'IVOIRE
CREMERIE;Yaourt;4967;YOPLAIT YAOURT 0% FRUITS DES BOIS 125G;48;PCE;https://i.postimg.cc/zGLh0HDK/4967.png;;COTE D'IVOIRE
CREMERIE;Yaourt;4968;YOP VANILLE 250G;24;PCE;https://i.postimg.cc/DwtXDfmD/4968.png;;COTE D'IVOIRE
CREMERIE;Yaourt;4969;YOP FRAISE 250G;24;PCE;https://i.postimg.cc/VNnCcyCN/4969.png;;COTE D'IVOIRE
CREMERIE;Yaourt;4970;YOP NATURE SUCRE 250G;24;PCE;https://i.postimg.cc/pTvnW0fJ/4970.png;;COTE D'IVOIRE
CREMERIE;Yaourt;4978;YOPLAIT DOYPACK VANILLE 125G;100;PCE;https://i.postimg.cc/9Qq4G31B/4978.png;;COTE D'IVOIRE
CREMERIE;Yaourt;4979;YOPLAIT DOYPACK FRAISE 125G;100;PCE;https://i.postimg.cc/mrfPjd5W/4979.png;;COTE D'IVOIRE
CREMERIE;Yaourt;4980;YOPLAIT DOYPACK NATURE SUCRE 125G;100;PCE;https://i.postimg.cc/cJRrbQpg/4980.png;;COTE D'IVOIRE
CREMERIE;Yaourt;4981;YOPLAIT DOYPACK ORANGE 125G;100;PCE;https://i.postimg.cc/vBGcF4yP/4981.png;;COTE D'IVOIRE
CREMERIE;Yaourt;4982;YOPLAIT DOYPACK GRENADINE 125G;100;PCE;https://i.postimg.cc/63zT9B5B/4982.png;;COTE D'IVOIRE
CREMERIE;Yaourt;4983;YOPLAIT DOYPACK BISCUIT 125G;100;PCE;https://i.postimg.cc/PJxJJ0PY/4983.png;;COTE D'IVOIRE
CREMERIE;Yaourt;4984;YOPLAIT DOYPACK POMME VERTE 125G;100;PCE;https://i.postimg.cc/vTNBVXVj/4984.png;;COTE D'IVOIRE
CREMERIE;Yaourt;4985;YOPLAIT DOYPACK TUTTI 125G;100;PCE;https://i.postimg.cc/wxf3ZxGV/4985.png;;COTE D'IVOIRE
CREMERIE;Yaourt;4986;YOPLAIT PETITS FILOUS FRAISE 60G X4;48;PCE;https://i.postimg.cc/DySmTkVK/4986.png;;COTE D'IVOIRE
CREMERIE;Yaourt;4987;YOPLAIT PETITS FILOUS VANILLE 60G X4;48;PCE;https://i.postimg.cc/sDbxf6yG/4987.png;;COTE D'IVOIRE
CREMERIE;Yaourt;4988;YOPLAIT YAOURT NATURE 125G;48;PCE;https://i.postimg.cc/zGWByCXt/4988.png;;COTE D'IVOIRE
CREMERIE;Yaourt;4989;YOPLAIT YAOURT NATURE SUCRE 125G;48;PCE;https://i.postimg.cc/d0Y0rhhq/4989.png;;COTE D'IVOIRE
CREMERIE;Yaourt;4990;YOPLAIT YAOURT FRAISE 125G;48;PCE;https://i.postimg.cc/d0jVBJCG/4990.png;;COTE D'IVOIRE
CREMERIE;Yaourt;4991;YOPLAIT YAOURT ABRICOT 125G;48;PCE;https://i.postimg.cc/FRFsCwb8/4991.png;;COTE D'IVOIRE
CREMERIE;Yaourt;4992;YOPLAIT YAOURT VANILLE 125G;48;PCE;https://i.postimg.cc/rmhyBgQm/4992.png;;COTE D'IVOIRE
CREMERIE;Yaourt;4993;YOPLAIT YAOURT EXOTIQUE 125G;48;PCE;https://i.postimg.cc/4ym4stS1/4993.png;;COTE D'IVOIRE
CREMERIE;Yaourt;4994;YOPLAIT YAOURT FRUITS DES BOIS 125G;48;PCE;https://i.postimg.cc/zv6zBvmY/4994.png;;COTE D'IVOIRE
CREMERIE;Yaourt;4995;YOPLAIT YAOURT CERISE 125G;48;PCE;https://i.postimg.cc/7PWYXs5t/4995.png;;COTE D'IVOIRE
CREMERIE;Yaourt;5138;YOPLAIT YAOURT VANILLE 500G;6;PCE;https://i.postimg.cc/9Fy0MPfx/5138.png;;COTE D'IVOIRE
CREMERIE;Yaourt;5139;YOPLAIT YAOURT NATURE 500G;6;PCE;https://i.postimg.cc/8zD5rFJT/5139.png;;COTE D'IVOIRE
CREMERIE;Yaourt;5141;YOPLAIT YAOURT NATURE SUCRE 500G;6;PCE;https://i.postimg.cc/qvL7ckyy/5141.png;;COTE D'IVOIRE
CREMERIE;Yaourt;5142;YOPLAIT YAOURT VANILLE 1KG;4;PCE;https://i.postimg.cc/8Czztqm3/5142.png;;COTE D'IVOIRE
CREMERIE;Yaourt;5143;YOPLAIT YAOURT NATURE 1KG;4;PCE;https://i.postimg.cc/5tKNGnPt/5143.png;;COTE D'IVOIRE
CREMERIE;Yaourt;5145;YOPLAIT YAOURT NATURE SUCRE 1KG;4;PCE;https://i.postimg.cc/V6SLcnTW/5145.png;;COTE D'IVOIRE
CREMERIE;Yaourt;5147;YOPLAIT YAOURT NATURE LABAN 1KG;4;PCE;https://i.postimg.cc/qR9BBgHV/5147.png;;COTE D'IVOIRE
CREMERIE;Yaourt;5148;YOPLAIT FROMAGE FRAIS SALE LABNEH 500G;6;PCE;https://i.postimg.cc/mkCLPRTc/5148.png;;COTE D'IVOIRE
CREMERIE;Yaourt;5149;YOPLAIT FROMAGE BLANC NATURE CALIN500G;6;PCE;https://i.postimg.cc/Dy3ftWc1/5149.png;;COTE D'IVOIRE
CREMERIE;Yaourt;5151;YOPLAIT FROMAGE NAT CARESSE BULGARE 125G;48;PCE;https://i.postimg.cc/2jZ8cdnz/5151.png;;COTE D'IVOIRE
CREMERIE;Yaourt;5152;YOPLAIT YAOURT NATURE 0% 125G;48;PCE;https://i.postimg.cc/sDPfyVnq/5152.png;;COTE D'IVOIRE
CREMERIE;Yaourt;5153;YOPLAIT YAOURT VANILLE NATURELLE 125G;48;PCE;https://i.postimg.cc/GmcLmZV2/5153.png;;COTE D'IVOIRE
CREMERIE;Yaourt;5154;YOPLAIT DEGUE MIL 250G;48;PCE;https://i.postimg.cc/SxDy2gbG/5154.png;;COTE D'IVOIRE
CREMERIE;Yaourt;5156;YOPLAIT YAOURT GROTTO NATURE SUCRE 60G;48;PCE;https://i.postimg.cc/8CcThL1g/5156.png;;COTE D'IVOIRE
CREMERIE;Yaourt;5157;YOPLAIT YAOURT GROTTO VANILLE 60G;48;PCE;https://i.postimg.cc/YSPM8j9G/5157.png;;COTE D'IVOIRE
CREMERIE;Yaourt;5158;YOPLAIT YAOURT GROTTO FRAISE 60G;48;PCE;https://i.postimg.cc/QtWszs96/5158.png;;COTE D'IVOIRE
CREMERIE;Yaourt;5159;YOPLAIT LAIT FERMENTE SALE AYRAN 250G;48;PCE;https://i.postimg.cc/Bb9s9y2J/5159.png;;COTE D'IVOIRE
CREMERIE;Yaourt;5160;YOPLAIT NATURE SUCRE 200G;22;PCE;https://i.postimg.cc/BbT3qgCH/5160.png;;COTE D'IVOIRE
CREMERIE;Yaourt;5161;YOPLAIT YAOURT AROMATISE VANILLE 200G;22;PCE;;;COTE D'IVOIRE
